#Entity	isLiteral
AnimalModel	false
RatModel	false
TinyRatModel	false
MouseModel	false
AgeCategory	false
Gender	false
AnimalSpecies	false
RatSpecies	false
MouseSpecies	false
Age	true
Weight	true
CD1_Mouse	false
C57_BL6_Mouse	false
BALB_C_Mouse	false
SpragueDawleyRat	false
WistarRat	false
Female	false
Male	false
Mixed	false
Young	false
Adult	false
Mention	true
Name	true
